1;2805.00;9.70;1563.00;small
1;2762.00;9.70;1539.00;small
2;2776.00;9.70;1611.00;small
2;2765.00;9.70;1573.00;small
3;2749.00;9.70;1649.00;small
3;2734.00;9.70;1684.00;small
4;2677.00;9.70;1578.00;small
4;2698.00;9.70;1606.00;small
5;2900.00;9.70;1570.00;small
5;2873.00;9.70;1541.00;small
6;2940.00;9.70;1550.00;small
6;2955.00;9.70;1614.00;small
7;2951.00;9.70;1483.00;big
7;2989.00;9.70;1497.00;big
9;3137.00;9.50;1742.00;big
9;3071.00;9.50;1649.00;big
10;3026.00;9.70;1661.00;big
10;3047.00;9.70;1714.00;big
11;2971.00;9.70;1794.00;big
11;2932.00;9.70;1735.00;big
12;3397.00;9.70;1922.00;big
12;3268.00;9.70;1902.00;big
12;3234.00;9.70;1946.00;big
12;3329.00;9.70;1945.00;big
12;3196.00;9.70;1896.00;big
13;3259.00;9.55;1794.00;big
13;3184.00;9.50;1779.00;big
14;3818.00;9.70;1786.00;big
14;3736.00;9.70;1769.00;big
14;3775.00;9.70;1754.00;big
14;3807.00;9.70;1860.00;big
14;3748.00;9.70;1654.00;big
14;3728.00;9.70;1699.00;big
14;3771.00;9.70;1716.00;big
14;3734.00;9.70;1750.00;big
14;3754.00;9.70;1807.00;big
16;2790.00;9.70;1748.00;big
16;2821.00;9.50;1650.00;big
17;3408.00;9.70;672.00;big
17;3426.00;9.70;746.00;big
17;3525.00;9.70;772.00;big
17;3416.00;9.70;851.00;big
18;2838.00;9.50;1551.00;small
18;2754.00;9.50;1515.00;small
19;2827.00;9.70;1450.00;big
19;2786.00;9.70;1480.00;big
20;2874.00;9.70;1408.00;big
20;2823.00;9.70;1401.00;big
21;2929.00;9.70;1433.00;big
21;2985.00;9.70;1441.00;big
22;3027.00;9.70;1520.00;small
22;3066.00;9.70;1517.00;small
23;3005.00;9.70;1380.00;small
23;2953.00;9.70;1338.00;small
24;3127.00;9.70;1367.00;small
24;3072.00;9.70;1409.00;small
25;3155.00;9.70;1310.00;small
25;3212.00;9.70;1345.00;small
26;3230.00;9.70;1448.00;small
26;3189.00;9.70;1387.00;small
27;3148.00;9.70;1457.00;small
27;3060.00;9.70;1468.00;small
28;3496.00;9.70;1198.00;big
28;3410.00;9.70;1233.00;big
28;3353.00;9.70;1166.00;big
29;3094.00;9.50;1315.00;big
29;3089.00;9.50;1209.00;big
30;3359.00;9.50;1389.00;big
30;3260.00;9.50;1349.00;big
31;4031.00;9.70;947.00;big
31;4025.00;9.70;831.00;big
32;1245.00;9.50;119.00;big
32;1155.00;9.50;410.00;big
33;376.00;9.70;1930.00;big
33;633.00;9.50;1954.00;big
34;1449.00;9.70;1098.00;big
34;1544.00;9.70;1006.00;big
35;1747.00;9.70;229.00;big
35;1893.00;9.70;382.00;big
36;2138.00;9.70;1954.00;big
36;2024.00;9.70;1989.00;big
37;3171.00;9.70;1644.00;big
37;3214.00;9.70;1689.00;big
38;3141.00;9.70;1592.00;small
38;3078.00;9.70;1558.00;small
39;3191.00;9.70;1507.00;big
39;3141.00;9.70;1534.00;big
40;3507.00;9.70;1628.00;big
40;3587.00;9.70;1562.00;big
40;3592.00;9.70;1610.00;big
40;3550.00;9.70;1606.00;big
41;2774.00;9.70;1359.00;big
41;2827.00;9.70;1354.00;big
41;2781.00;9.70;1309.00;big
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2610.00;9.50;1665.00;big
43;2642.00;9.50;1525.00;big
44;2414.00;9.50;1852.00;big
44;2294.00;9.50;1931.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3464.00;9.50;1939.00;big
46;3186.00;9.50;2023.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2527.00;9.50;1047.00;big
48;2616.00;9.50;1172.00;big
49;2431.00;9.50;1506.00;big
49;2307.00;9.50;1671.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1363.00;9.50;1299.00;big
52;1330.00;9.50;1194.00;big
53;1848.00;9.50;1116.00;big
53;1606.00;9.50;1175.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1875.00;9.50;1693.00;big
55;1913.00;9.50;1575.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1811.00;9.50;1263.00;big
57;1827.00;9.55;1412.00;big
58;2355.00;9.50;1038.00;big
58;2265.00;9.50;1153.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3782.00;9.50;509.00;big
60;3854.00;9.50;724.00;big
61;2491.00;9.50;826.00;big
61;2296.00;9.50;872.00;big
62;2696.00;9.50;581.00;big
62;2874.00;9.50;404.00;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2876.00;9.50;1316.00;big
68;2795.00;9.50;1262.00;big
69;3320.00;9.70;1229.00;big
69;3187.00;9.50;1235.00;big
70;3618.00;9.50;1344.00;big
70;3599.00;9.50;1431.00;big
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4690.00;9.70;1041.00;big
76;4818.00;9.50;1117.00;big
77;4712.00;9.50;1191.00;big
77;4725.00;9.50;1289.00;big
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5132.00;9.50;377.00;big
81;5418.00;9.50;308.00;big
82;4959.00;9.50;401.00;big
82;4995.00;9.50;482.00;big
83;5261.00;9.50;518.00;big
83;5438.00;9.50;485.00;big
84;5019.00;9.50;739.00;big
84;5173.00;9.70;600.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;829.00;9.50;1528.00;big
89;901.00;9.50;1366.00;big
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4882.00;9.50;521.00;big
91;4802.00;9.50;584.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4679.00;9.70;595.00;big
93;4743.00;9.70;661.00;big
94;5127.00;9.50;921.00;big
94;5024.00;9.70;1059.00;big
95;15.00;9.50;1225.00;big
95;5475.00;9.50;1177.00;big
96;11.00;9.50;1526.00;big
96;5448.00;9.50;1500.00;big
97;87.00;9.50;716.00;big
97;5452.00;9.70;746.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3392.00;9.50;1014.00;big
100;3576.00;9.50;856.00;big
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3381.00;9.50;244.00;big
103;3457.00;9.50;353.00;big
104;3732.00;9.50;976.00;big
104;3855.00;9.50;932.00;big
105;139.00;9.50;1048.00;big
105;422.00;9.50;1046.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;584.00;9.50;1816.00;big
114;342.00;9.50;1730.00;big
115;748.00;9.50;1471.00;big
115;578.00;9.50;1448.00;big
116;3615.00;9.70;1171.00;big
116;3548.00;9.70;1242.00;big
116;3693.00;9.70;1118.00;big
116;3704.00;9.70;1240.00;big
117;1508.00;9.70;1405.00;big
117;1594.00;9.70;1533.00;big
118;938.00;9.70;1477.00;big
118;907.00;9.70;1633.00;big
119;1292.00;9.70;1409.00;big
119;1189.00;9.70;1439.00;big
120;1226.00;9.70;1553.00;big
120;1138.00;9.70;1649.00;big
121;1566.00;9.70;1652.00;big
121;1739.00;9.70;1777.00;big
122;1072.00;9.70;1832.00;big
122;1244.00;9.70;1854.00;big
123;1262.00;9.70;1201.00;big
123;1119.00;9.70;1327.00;big
124;1765.00;9.70;999.00;big
124;1632.00;9.70;910.00;big
125;2068.00;9.70;527.00;big
125;2180.00;9.70;737.00;big
126;3149.00;9.70;1174.00;big
126;2797.00;9.70;1230.00;big
126;3093.00;9.70;1142.00;big
126;3010.00;9.70;1184.00;big
126;2947.00;9.70;1213.00;big
126;2856.00;9.70;1237.00;big
126;2941.00;9.70;1263.00;big
127;2790.00;9.70;975.00;big
127;2944.00;9.70;1099.00;big
127;3022.00;9.50;867.00;big
127;2778.00;9.70;1128.00;big
127;3141.00;9.70;1077.00;big
127;2645.00;9.70;917.00;big
128;3320.00;9.70;1020.00;big
128;3272.00;9.70;1126.00;big
128;3283.00;9.70;905.00;big
129;3403.00;9.70;1304.00;big
129;3279.00;9.70;1302.00;big
130;3359.00;9.70;1482.00;big
130;3274.00;9.70;1514.00;big
131;3216.00;9.70;1584.00;big
131;3258.00;9.70;1604.00;big
132;3317.00;9.70;1847.00;big
132;3355.00;9.50;1786.00;big
133;3619.00;9.70;1692.00;big
133;3464.00;9.70;1715.00;big
133;3529.00;9.70;1684.00;big
134;3532.00;9.70;1336.00;small
134;3474.00;9.70;1371.00;small
135;3515.00;9.70;1435.00;big
135;3439.00;9.70;1437.00;big
136;4016.00;9.70;1456.00;big
136;3845.00;9.70;1386.00;big
136;3834.00;9.70;1568.00;big
136;3802.00;9.70;1418.00;big
136;4080.00;9.50;1497.00;big
136;3792.00;9.70;1508.00;big
136;3916.00;9.70;1538.00;big
136;3883.00;9.70;1359.00;big
136;3908.00;9.70;1453.00;big
136;3978.00;9.70;1539.00;big
136;4018.00;9.70;1382.00;big
137;3701.00;9.70;1395.00;big
137;3722.00;9.70;1491.00;big
137;3625.00;9.70;1521.00;big
137;3564.00;9.70;1494.00;big
138;3700.00;9.70;1686.00;big
138;3685.00;9.70;1615.00;big
138;3676.00;9.70;1737.00;big
138;3675.00;9.70;1647.00;big
138;3622.00;9.70;1618.00;big
139;3141.00;9.70;305.00;big
139;3154.00;9.70;157.00;big
139;3265.00;9.70;213.00;big
140;2808.00;9.70;853.00;big
140;2600.00;9.70;840.00;big
140;2824.00;9.70;778.00;big
140;2730.00;9.70;774.00;big
140;2960.00;9.70;794.00;big
141;4225.00;9.70;1055.00;big
141;4148.00;9.70;1039.00;big
142;4410.00;9.70;943.00;big
142;4462.00;9.70;853.00;big
143;4598.00;9.70;1271.00;big
143;4654.00;9.70;1341.00;big
144;4584.00;9.70;1360.00;big
144;4457.00;9.70;1216.00;big
145;4051.00;9.70;1302.00;big
145;4189.00;9.70;1384.00;big
146;4236.00;9.70;1156.00;big
146;4116.00;9.70;1145.00;big
146;4012.00;9.70;1219.00;big
147;4131.00;9.70;1889.00;big
147;3948.00;9.70;1797.00;big
148;4822.00;9.70;1713.00;big
148;5075.00;9.70;1800.00;big
149;4228.00;9.70;1671.00;big
149;4335.00;9.70;1663.00;big
150;3655.00;9.70;2028.00;big
150;3596.00;9.70;1832.00;big
150;3507.00;9.70;1771.00;big
150;3688.00;9.70;1833.00;big
150;3442.00;9.70;1784.00;big
150;3799.00;9.70;1924.00;big
150;3427.00;9.70;1819.00;big
150;3508.00;9.70;1853.00;big
151;3872.00;9.70;1659.00;big
151;3923.00;9.70;1690.00;big
151;3962.00;9.70;1629.00;big
151;3856.00;9.70;1735.00;big
151;3793.00;9.70;1639.00;big
151;3902.00;9.70;1747.00;big
151;3782.00;9.70;1687.00;big
152;4497.00;9.70;1423.00;big
152;4341.00;9.70;1438.00;big
152;4289.00;9.70;1528.00;big
152;4446.00;9.70;1495.00;big
152;4440.00;9.70;1390.00;big
152;4238.00;9.70;1461.00;big
152;4586.00;9.70;1488.00;big
153;3948.00;9.70;1029.00;big
153;4038.00;9.70;1097.00;big
154;4991.00;9.70;1283.00;big
154;4882.00;9.70;1209.00;big
155;4730.00;9.70;1381.00;big
155;4822.00;9.70;1426.00;big
156;4945.00;9.70;170.00;big
156;4719.00;9.70;240.00;big
157;5475.00;9.70;62.00;big
157;5566.00;9.70;162.00;big
158;4679.00;9.70;513.00;big
158;4621.00;9.70;513.00;big
158;4744.00;9.70;499.00;big
158;4490.00;9.70;539.00;big
158;4547.00;9.70;529.00;big
159;4630.00;9.70;702.00;big
159;4561.00;9.70;641.00;big
160;4748.00;9.70;777.00;big
160;4699.00;9.70;903.00;big
161;2466.00;9.70;1899.00;small
161;2545.00;9.70;1895.00;small
162;3812.00;9.70;1207.00;big
162;3884.00;9.70;1231.00;big
163;1821.00;9.70;696.00;big
163;1936.00;9.70;918.00;big
164;4628.00;9.70;1185.00;big
164;4636.00;9.70;1102.00;big
165;4433.00;9.70;1060.00;big
165;4540.00;9.70;1044.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4970.00;9.70;576.00;big
167;5093.00;9.70;526.00;big
169;3018.00;9.50;1315.00;big
169;2939.00;9.50;1384.00;big
170;1601.00;9.50;1312.00;big
170;1463.00;9.50;1295.00;big
171;829.00;9.50;1709.00;big
171;742.00;9.70;1811.00;big
172;488.00;9.50;691.00;big
172;307.00;9.70;711.00;big
173;2865.00;9.50;1701.00;big
173;2901.00;9.50;1649.00;big
174;2882.00;9.50;1747.00;big
174;2955.00;9.50;1921.00;big
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;348.00;9.50;1427.00;big
176;126.00;9.50;1444.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;109.00;9.55;430.00;big
178;5592.00;9.50;372.00;big
179;461.00;9.70;366.00;big
179;329.00;9.50;445.00;big
180;3546.00;9.70;363.00;big
180;3513.00;9.70;282.00;big
181;2728.00;9.70;1196.00;big
181;2606.00;9.70;1036.00;big
182;3124.00;9.70;577.00;big
182;3184.00;9.70;760.00;big
183;3066.00;9.70;503.00;big
183;3092.00;9.70;418.00;big
184;3333.00;9.70;562.00;big
184;3303.00;9.70;384.00;big
185;4804.00;9.70;1260.00;big
185;4784.00;9.70;1327.00;big
186;4435.00;9.70;596.00;big
186;4377.00;9.70;660.00;big
187;4400.00;9.70;705.00;big
187;4359.00;9.70;781.00;big
188;4296.00;9.70;1008.00;big
188;4314.00;9.70;929.00;big
189;3861.00;9.70;1093.00;big
189;3934.00;9.70;1175.00;big
190;3048.00;9.50;1916.00;big
190;3187.00;9.70;1983.00;big
191;3107.00;9.70;1887.00;big
191;3047.00;9.70;1793.00;big
192;4916.00;9.70;415.00;big
192;5093.00;9.70;288.00;big
193;5071.00;9.70;90.00;big
193;5097.00;9.70;174.00;big
194;899.00;9.70;1748.00;big
194;792.00;9.50;1901.00;big
195;3681.00;9.70;1011.00;big
195;3458.00;9.70;1025.00;big
196;1757.00;9.70;1667.00;big
196;1647.00;9.70;1593.00;big
197;1434.00;9.70;1578.00;big
197;1405.00;9.70;1444.00;big
198;1054.00;9.70;1461.00;big
198;1012.00;9.70;1562.00;big
199;4280.00;9.70;1270.00;big
199;4378.00;9.70;1256.00;big
200;1739.00;9.70;572.00;big
200;1635.00;9.70;718.00;big
201;3097.00;9.50;611.00;big
201;3077.00;9.50;664.00;big
202;3743.00;9.50;1421.00;big
203;2925.00;9.70;1495.00;big
203;2910.00;9.70;1528.00;big
204;2883.00;9.70;1469.00;big
204;2856.00;9.70;1510.00;big
205;3014.00;9.70;1577.00;big
205;3001.00;9.70;1544.00;big
206;3031.00;9.70;1276.00;big
206;3057.00;9.70;1333.00;big
207;4075.00;9.70;1665.00;big
207;4138.00;9.70;1598.00;big
208;4919.00;9.70;1434.00;big
208;4932.00;9.70;1535.00;big
209;3733.00;9.70;1593.00;big
209;3653.00;9.70;1566.00;big
210;3354.00;9.70;1649.00;big
210;3466.00;9.70;1550.00;big
211;4610.00;9.70;1618.00;big
211;4475.00;9.70;1679.00;big
212;3746.00;9.70;1323.00;big
212;3917.00;9.70;1320.00;big
213;5389.00;9.70;1800.00;big
213;50.00;9.70;2030.00;big
214;2745.00;9.70;1283.00;big
214;2692.00;9.70;1290.00;big
215;2689.00;9.70;1361.00;big
215;2726.00;9.70;1347.00;big
